Gene ID	Gene Name	SRR1509734	SRR1509741	SRR1509739	SRR1509737	SRR1509730	SRR1509740	SRR1509738	SRR1509733	SRR1509736	SRR1509732	SRR1509731	SRR1509735
ENSG00000272746		3	0	4	2	2	4	1	3	3	1	2	2
ENSG00000272748		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272750		5	4	5	10	7	11	8	7	4	7	7	14
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	3	2	2	1	4	3	1	5	5	7	3	4
ENSG00000272754		0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000272755		1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000272758	WDR5B-DT	23	20	34	16	11	27	17	20	21	19	18	15
ENSG00000272760		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272762		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272763		0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000272764		16	3	4	4	5	4	7	16	4	10	8	13
ENSG00000272767	JMJD1C-AS1	34	26	33	16	13	24	25	28	19	13	17	36
ENSG00000272768		5	12	2	2	4	5	2	4	7	7	8	9
ENSG00000272769		4	4	5	4	0	4	4	1	1	2	2	2
ENSG00000272770		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272772		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272774		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272777		4	2	5	2	1	6	6	5	2	3	7	3
ENSG00000272779		188	182	242	159	133	252	130	208	123	161	115	198
ENSG00000272783		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272784		0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000272787		6	0	4	1	4	6	1	12	2	5	5	7
ENSG00000272788		1	1	0	0	0	1	0	5	0	1	1	0
ENSG00000272789		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272791		7	4	11	4	4	8	10	6	4	3	6	11
ENSG00000272795	GAR1-DT	1	1	0	1	1	0	0	3	2	1	0	0
ENSG00000272797		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272798		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272799		1	0	1	0	0	1	0	0	0	2	0	0
ENSG00000272800		12	14	9	8	16	11	5	15	8	10	8	9
ENSG00000272801		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272804	KRTAP10-7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272807		1	1	3	0	3	2	2	3	3	6	4	7
ENSG00000272808		43	35	55	17	21	40	25	41	15	38	24	50
ENSG00000272810		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272812		1	3	4	1	2	6	2	4	2	0	2	1
ENSG00000272814		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272815		0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000272817		16	4	4	17	6	9	6	19	8	5	9	12
ENSG00000272821		26	13	6	19	27	32	31	32	10	37	37	25
ENSG00000272822		0	0	1	1	0	1	0	0	0	0	0	0
ENSG00000272823		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272824		1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272825		22	10	9	5	4	15	11	23	8	13	14	9
ENSG00000272829		22	23	27	7	12	31	13	18	9	11	7	14
ENSG00000272831		2	2	0	0	3	0	2	3	1	1	2	1
ENSG00000272832		0	0	0	1	0	0	0	0	1	0	1	0
ENSG00000272834		1	0	1	2	0	1	1	1	1	1	0	1
ENSG00000272836		0	0	0	0	0	3	1	3	0	0	2	0
ENSG00000272837	OR10AE3P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272839		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272840		0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000272841	MAP3K4-AS1	13	14	8	14	12	16	10	14	7	14	24	15
ENSG00000272842		1	0	1	2	3	2	2	4	2	1	4	0
ENSG00000272843		2	0	0	1	1	0	2	6	5	3	3	2
ENSG00000272844		4	1	4	1	1	7	2	1	1	6	3	2
ENSG00000272848		3	3	2	1	1	5	1	2	1	2	0	5
ENSG00000272849		4	2	12	6	2	5	8	11	9	7	15	4
ENSG00000272851		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272853	SUV39H2-DT	35	37	62	27	18	50	35	40	41	27	14	34
ENSG00000272854		0	3	4	0	0	1	1	3	0	0	1	2
ENSG00000272855		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272856		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000272858		3	0	1	1	2	2	3	6	5	2	6	1
ENSG00000272861		5	0	2	2	1	4	1	2	0	0	2	0
ENSG00000272862		2	1	1	0	0	1	0	0	0	0	2	1
ENSG00000272864		2	0	0	2	4	1	3	2	1	1	0	0
ENSG00000272865		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272866		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272870	SAP30-DT	10	8	3	14	2	19	3	21	10	3	8	16
ENSG00000272871		1	1	0	0	0	1	0	3	1	1	2	2
ENSG00000272872		5	0	1	3	2	1	1	4	1	3	3	4
ENSG00000272874		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272880		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272882	OR2BH1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272884		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272885		0	0	6	0	1	0	0	0	1	1	0	0
ENSG00000272886	DCP1A	458	413	530	328	369	564	339	650	373	545	460	622
ENSG00000272887	CSPG4P5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272888	CHASERR	595	630	755	421	363	832	405	788	382	460	435	696
ENSG00000272892		5	1	3	2	1	5	0	5	7	2	5	2
ENSG00000272894	MIOS-DT	35	22	35	17	28	44	31	54	27	30	40	36
ENSG00000272895		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272896		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272897		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272899	ATP6V1FNB	12	7	7	9	7	12	8	17	6	13	8	19
ENSG00000272900	OR10Q2P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272902	TBC1D8-AS1	17	20	32	15	17	25	11	25	10	28	16	20
ENSG00000272904		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272905		0	0	1	0	0	3	1	3	1	0	0	0
ENSG00000272906		11	14	15	10	9	17	15	14	9	12	9	10
ENSG00000272908		0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000272909		12	10	20	15	18	28	18	26	15	19	12	17
ENSG00000272910		2	0	0	0	0	2	0	3	0	0	2	0
ENSG00000272911		0	2	0	0	0	1	0	1	0	0	0	0
ENSG00000272912		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272913		72	88	104	44	25	113	68	88	51	61	53	79
ENSG00000272914		1	1	1	2	2	3	2	2	1	0	0	0
ENSG00000272915		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272916		0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000272917		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000272918		1	2	2	2	3	3	0	1	2	3	2	8
ENSG00000272920	hsa-mir-1253	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272921		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272922		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272923		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272927		1	0	0	0	1	0	1	1	0	1	1	1
ENSG00000272931	LRRC8D-DT	64	25	28	28	25	44	33	73	19	30	19	62
ENSG00000272933		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272934		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272936		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272937	OR6U2P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272940		2	1	0	0	1	0	0	0	1	1	0	0
ENSG00000272941		1	0	0	0	1	6	2	3	2	5	1	0
ENSG00000272942		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272944		16	13	8	8	4	17	17	28	7	15	8	26
ENSG00000272945		1	0	0	2	1	2	1	4	2	1	0	2
ENSG00000272948		2	2	2	0	0	5	4	4	1	1	4	3
ENSG00000272949		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272950		2	0	2	0	0	2	1	0	0	0	0	0
ENSG00000272953		4	1	3	2	1	4	1	3	2	3	6	3
ENSG00000272954		1	0	1	0	1	3	1	0	2	1	0	0
ENSG00000272958		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272963	OR7A19P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272966		0	0	1	0	0	0	0	0	1	0	1	0
ENSG00000272967		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272968	RBAK-RBAKDN	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272969		2	0	0	1	0	1	2	3	1	1	2	2
ENSG00000272970		0	1	3	1	1	7	1	2	0	1	0	1
ENSG00000272971		2	0	0	2	0	1	0	1	0	1	0	0
ENSG00000272973		0	2	5	0	1	2	0	1	0	2	0	1
ENSG00000272975	MYHAS	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272977		7	4	10	10	1	9	6	7	7	4	9	7
ENSG00000272979		2	2	4	7	3	2	3	0	3	5	2	7
ENSG00000272980		1	0	0	1	2	3	0	0	1	1	1	0
ENSG00000272982		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272983		0	1	1	1	0	0	1	0	1	1	0	0
ENSG00000272984		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272986		8	10	3	4	9	15	2	9	8	10	6	6
ENSG00000272987	OR5AL1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272988		0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000272989	LINC02012	1	0	0	1	0	0	0	0	1	0	0	0
ENSG00000272990		1	0	1	1	2	0	3	1	0	1	1	2
ENSG00000272991		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272994	C2orf49-DT	68	48	46	48	33	73	47	98	39	60	73	75
ENSG00000272995		0	1	1	0	0	1	0	0	1	0	0	0
ENSG00000273000		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273001	PFKP-DT	1	0	3	1	1	4	1	5	0	0	2	1
ENSG00000273002	ARHGEF2-AS2	3	2	6	1	1	3	4	7	1	0	4	1
ENSG00000273003	ARL2-SNX15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273004		9	3	10	9	13	11	5	15	7	11	16	17
ENSG00000273006		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273007		0	0	1	0	1	0	0	0	2	2	0	2
ENSG00000273008	CSGALNACT2-DT	16	6	8	6	0	12	9	22	8	5	4	20
ENSG00000273010		4	4	2	1	2	2	2	5	2	3	1	3
ENSG00000273011		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273012		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273013		1	0	1	0	0	0	0	1	0	0	0	0
ENSG00000273014		22	22	24	33	21	32	21	42	20	29	30	35
ENSG00000273015		508	423	494	438	421	647	474	682	484	514	457	608
ENSG00000273017		2	0	2	1	0	1	0	3	0	2	1	0
ENSG00000273018	FAM106A	5	2	6	1	2	7	5	5	7	3	3	9
ENSG00000273024	INTS4P2	1	0	1	0	0	0	3	3	1	0	0	0
ENSG00000273025		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273026		6	1	5	7	4	9	3	6	2	3	5	5
ENSG00000273027		10	3	5	9	4	3	5	3	9	8	6	6
ENSG00000273032	DGCR5	0	3	6	4	1	5	2	4	6	2	11	3
ENSG00000273033	LINC02035	22	17	29	17	10	29	22	14	7	14	8	17
ENSG00000273035		0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000273036		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273038		24	10	17	31	17	21	15	29	24	30	24	35
ENSG00000273041	ATF4P2	0	1	0	0	0	0	0	2	0	0	0	3
ENSG00000273044		0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000273045	C2orf15	183	177	219	119	108	245	114	228	117	142	123	223
ENSG00000273046		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273047		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273049		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273051	OR51F4P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273055		0	0	0	0	0	0	1	1	1	2	0	0
ENSG00000273056		0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000273058		3	1	4	1	7	2	1	2	1	4	5	2
ENSG00000273059		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273061	CDC37L1-DT	3	11	8	3	1	10	4	4	4	2	6	3
ENSG00000273062	RALGPS2-AS1	5	5	5	3	8	8	4	7	10	7	3	2
ENSG00000273063		2	1	2	3	2	2	3	3	0	1	0	4
ENSG00000273064		2	1	2	2	0	1	3	3	1	1	1	0
ENSG00000273066		16	12	18	15	16	14	17	16	11	24	17	15
ENSG00000273068		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273069		2	3	1	0	0	1	1	0	1	0	1	4
ENSG00000273073		0	4	1	1	0	1	0	0	2	0	0	0
ENSG00000273076		1	0	1	0	0	0	0	1	0	0	0	0
ENSG00000273077		3	5	2	0	0	6	0	2	0	0	2	1
ENSG00000273079	GRIN2B	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273080		27	30	34	20	26	34	29	37	24	27	18	36
ENSG00000273082	LARGE1-AS1	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000273084		19	6	17	11	5	10	7	16	6	5	8	14
ENSG00000273085	OR52E1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273088		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273090		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273091		5	3	5	2	3	6	1	4	1	3	1	0
ENSG00000273093		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273096		0	0	1	0	0	0	0	0	2	1	2	0
ENSG00000273098		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273100		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273102		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273104		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273106	PPM1B-DT	0	2	0	2	0	2	2	0	1	0	0	0
ENSG00000273107		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273108		0	0	0	0	1	1	3	3	0	2	1	8
ENSG00000273110		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273111	LYPD4	5	4	10	0	2	11	1	5	1	2	1	1
ENSG00000273112		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273113		5	1	6	7	1	1	3	8	0	1	1	2
ENSG00000273115		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273117	INSIG1-DT	61	64	60	65	40	104	74	89	77	46	43	61
ENSG00000273118		0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000273119		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273123		0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000273124		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273125	LINC01990	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273129	PACERR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273132		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273133		2	0	4	0	0	0	2	0	1	0	1	3
ENSG00000273136	NBPF26	47	53	76	34	32	86	33	60	33	70	32	74
ENSG00000273137		4	1	0	4	0	1	2	5	4	4	4	4
ENSG00000273138		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273139		1	10	2	4	3	3	5	7	2	3	3	2
ENSG00000273141		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273142	LINC02604	68	49	98	25	41	78	43	107	45	74	56	102
ENSG00000273143	DUSP5-DT	8	11	16	9	6	4	15	10	7	10	5	18
ENSG00000273145		30	35	36	26	16	39	24	28	23	16	17	35
ENSG00000273148	LINC00653	20	10	23	7	8	21	15	23	17	21	25	17
ENSG00000273149		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273151		23	15	29	11	8	24	10	37	16	19	32	22
ENSG00000273153		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000273154		6	3	7	1	5	4	12	14	6	12	12	6
ENSG00000273155		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273156		0	2	3	1	0	2	1	0	1	1	1	0
ENSG00000273160		0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000273162		101	70	71	96	55	96	76	109	93	101	80	109
ENSG00000273164		0	0	0	1	0	1	0	0	2	0	0	1
ENSG00000273165		1	1	0	0	1	0	0	1	0	0	0	0
ENSG00000273167		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273171		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273172	LINC02091	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000273173	SNURF	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273174		2	1	1	0	0	2	0	2	2	5	2	2
ENSG00000273175		1	0	0	1	1	0	0	1	0	0	1	1
ENSG00000273176		1	0	0	0	0	0	1	0	0	0	1	0
ENSG00000273177		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273179		0	1	1	0	0	0	2	2	1	0	1	0
ENSG00000273180		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273181		8	7	7	5	5	12	5	9	4	7	9	8
ENSG00000273183		1	3	0	0	0	3	0	2	0	1	2	0
ENSG00000273184		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273186		19	23	18	14	11	26	9	27	9	15	24	29
ENSG00000273188		1	0	0	0	0	2	2	3	2	7	3	1
ENSG00000273189		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000273192		3	1	2	1	2	2	2	1	0	0	2	1
ENSG00000273196		0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000273198		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273199		4	1	0	6	2	0	3	8	5	5	3	9
ENSG00000273203		1	0	2	0	0	0	0	0	0	0	0	1
ENSG00000273204		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273209		12	16	23	2	4	20	5	22	11	6	4	15
ENSG00000273210		1	0	0	1	0	2	0	0	0	0	0	1
ENSG00000273211		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273212		0	0	0	0	2	0	0	1	0	3	4	1
ENSG00000273213	H3-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273214		0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000273216		1	2	1	0	0	0	4	2	2	3	3	0
ENSG00000273217		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273218		2	1	1	0	0	0	0	2	0	1	0	2
ENSG00000273219		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273221		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273225	FAM25BP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273226		3	2	4	3	4	6	1	5	4	5	2	7
ENSG00000273228	OR5BQ1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273230		21	19	22	12	17	16	19	27	18	34	20	25
ENSG00000273232		15	7	9	17	6	13	7	17	9	10	17	16
ENSG00000273233		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273234	OR2A13P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273238	TMEM271	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000273240		0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000273243		3	1	1	1	2	0	1	6	3	1	2	3
ENSG00000273244		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273245		0	0	0	1	0	0	0	1	1	1	0	0
ENSG00000273247	RAB33B-AS1	71	57	86	72	60	100	64	96	59	85	72	66
ENSG00000273248		1	0	1	1	1	0	0	0	0	3	1	0
ENSG00000273249	WDR5-DT	1	0	2	0	0	2	1	4	2	0	0	1
ENSG00000273252	OR7E39P	1	2	1	0	0	1	1	1	0	1	0	1
ENSG00000273253		8	6	6	4	5	4	3	4	4	7	4	3
ENSG00000273254		2	3	2	3	1	2	4	5	4	2	5	1
ENSG00000273255	OR5BP1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273257		0	3	0	1	0	0	0	2	0	0	1	0
ENSG00000273258		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273259		1	2	5	1	0	1	1	1	3	0	2	1
ENSG00000273261		1	0	2	0	0	1	0	2	1	1	1	1
ENSG00000273262		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273264		9	2	5	4	4	3	6	10	7	12	9	14
ENSG00000273265	CNNM3-DT	13	8	7	17	5	17	11	14	6	14	9	15
ENSG00000273267		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273269		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273270		110	86	101	65	58	127	63	130	65	60	54	110
ENSG00000273271		2	4	3	2	4	3	3	9	3	3	5	6
ENSG00000273272		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273274	ZBTB8B	1	11	6	3	3	4	1	3	3	1	2	8
ENSG00000273275		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273284		38	35	34	15	12	38	16	51	16	18	15	48
ENSG00000273287		0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000273289		0	3	3	0	0	1	1	1	1	1	3	1
ENSG00000273291		2	0	0	0	0	1	1	0	1	1	1	0
ENSG00000273293		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273294	C1QTNF3-AMACR	1	0	1	0	0	1	1	1	0	0	1	2
ENSG00000273295		12	4	4	1	4	11	7	16	5	7	9	19
ENSG00000273297		0	0	3	0	0	0	0	0	0	1	0	1
ENSG00000273299		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273300		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273301		3	3	0	2	4	1	2	2	4	2	5	1
ENSG00000273302		0	0	1	0	0	0	0	0	0	3	0	0
ENSG00000273305		6	5	8	2	2	7	2	9	3	3	1	8
ENSG00000273306		6	1	2	6	6	6	8	10	1	12	7	13
ENSG00000273308		1	0	0	1	0	0	0	0	0	1	0	0
ENSG00000273311	DGCR11	61	38	26	39	36	36	40	90	33	40	43	69
ENSG00000273312		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273313	RBAKDN	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000273314		69	59	58	48	42	66	61	85	53	48	42	71
ENSG00000273319		0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000273320		1	6	0	2	0	0	2	1	0	0	0	1
ENSG00000273321		1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000273325		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273327	OR6L2P	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000273328		4	5	8	7	8	7	6	6	8	3	7	7
ENSG00000273329		32	36	55	25	18	34	23	36	20	27	19	33
ENSG00000273330	CYP4F36P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273331	TM4SF19-DYNLT2B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273333		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273335		2	2	5	3	11	1	4	6	4	7	13	18
ENSG00000273336	OR7M1P	1	1	0	0	0	0	0	0	0	1	1	0
ENSG00000273338		0	3	1	2	2	1	9	3	4	6	4	1
ENSG00000273340	MICE	9	3	7	2	1	11	1	5	6	1	4	5
ENSG00000273341		1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000273342		0	1	1	0	0	0	0	3	0	0	0	1
ENSG00000273343		8	2	6	3	3	10	7	5	6	9	7	5
ENSG00000273344	PAXIP1-DT	300	291	325	221	166	412	245	358	219	220	176	300
ENSG00000273345		3	0	1	0	0	2	0	0	1	0	3	3
ENSG00000273348		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000273350		2	3	1	0	1	0	2	3	4	2	1	4
ENSG00000273353		1	0	0	2	0	0	0	0	1	0	0	0
ENSG00000273355		15	19	34	22	13	37	19	32	16	13	11	20
ENSG00000273356	LINC02019	1	2	3	4	4	5	4	2	2	0	0	3
ENSG00000273360		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273361		0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000273362		0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000273363		0	0	2	0	0	0	0	2	0	1	1	0
ENSG00000273365		0	0	0	2	0	0	2	0	0	1	1	0
ENSG00000273366		19	16	12	10	9	20	7	17	12	14	13	18
ENSG00000273367		0	0	0	0	0	3	0	3	0	0	1	0
ENSG00000273368		0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000273369		3	2	2	0	0	2	3	2	2	1	2	3
ENSG00000273370		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273372	SFTPD-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273373		11	5	5	12	4	9	9	23	11	5	13	8
ENSG00000273374		1	1	2	0	2	2	1	2	0	1	1	3
ENSG00000273375		2	0	0	0	1	0	0	0	0	1	0	0
ENSG00000273377	OR2Q1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273381		0	2	3	2	0	1	1	2	0	1	2	3
ENSG00000273382	TMEM167B-DT	30	20	27	19	20	25	20	39	16	21	23	33
ENSG00000273384		7	4	6	4	0	7	7	7	6	3	1	5
ENSG00000273387		0	0	2	0	0	0	0	2	0	0	1	0
ENSG00000273388		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273391		14	11	8	10	8	15	17	13	11	9	5	18
ENSG00000273394		7	5	7	0	5	5	4	5	2	6	6	11
ENSG00000273396	LINC01396	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273398		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273399		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000273402		2	0	1	1	0	0	1	3	1	5	3	0
ENSG00000273403		1	0	0	1	0	1	0	0	0	0	1	0
ENSG00000273406		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273407		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273408	OR5B15P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273409	LINC02712	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273413		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273415	LINC02725	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273416		0	1	0	1	0	1	0	3	0	1	0	0
ENSG00000273419		0	0	0	0	1	0	0	1	1	0	2	3
ENSG00000273420		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273423	OR13I1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273424		0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000273428		1	0	1	0	0	0	0	1	0	1	0	0
ENSG00000273432		0	0	0	1	0	1	1	4	0	0	1	0
ENSG00000273433		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273434	OR8S21P	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000273437		0	2	2	1	2	0	0	3	3	3	0	2
ENSG00000273442		0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000273443		3	3	0	0	0	7	0	4	3	3	3	3
ENSG00000273444		0	0	1	1	0	1	1	1	0	0	1	1
ENSG00000273445		1	0	2	1	0	0	0	1	1	1	2	1
ENSG00000273447		2	1	4	3	2	1	3	5	0	4	1	1
ENSG00000273448		1	0	0	0	0	1	0	0	0	1	0	2
