Gene ID	Gene Name	ERR2200171	ERR2200172	ERR2200162	ERR2200168	ERR2200175	ERR2200166	ERR2200167	ERR2200169	ERR2200173	ERR2200170	ERR2200164	ERR2200176	ERR2200163	ERR2200174	ERR2200165
ENSG00000279395	OR5L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279397		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279398		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279399		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279400		1	0	1	0	0	0	0	0	0	2	4	0	0	0	0
ENSG00000279401		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279403		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279404		8	13	6	3	8	6	17	6	6	1	14	47	6	10	4
ENSG00000279405		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279406		2	0	4	4	10	4	9	2	7	3	14	18	7	6	8
ENSG00000279407		12	4	9	12	31	12	25	8	15	15	16	68	4	15	8
ENSG00000279408	OR4N4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279409		3	0	8	4	8	5	7	4	3	2	0	18	6	4	6
ENSG00000279410		2	0	0	0	0	0	0	0	0	2	0	8	2	0	0
ENSG00000279411		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279412		20	23	16	19	17	17	16	17	16	8	29	40	15	14	9
ENSG00000279413		7	5	6	8	16	10	1	9	14	4	6	15	1	6	1
ENSG00000279414	CDRT15P9	2	0	0	1	0	0	0	0	1	1	0	0	0	1	1
ENSG00000279415		0	0	2	0	1	0	0	2	1	0	0	0	0	2	0
ENSG00000279416		1	0	0	0	0	1	0	1	0	1	1	4	0	0	0
ENSG00000279417		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279418	LINC00244	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279419		0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000279420		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279421		0	0	1	0	3	0	0	0	0	0	5	0	0	0	3
ENSG00000279422		1	0	1	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000279423		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000279425		13	6	17	7	1	13	22	4	18	5	3	25	8	4	5
ENSG00000279426		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279427		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279428		1	4	4	1	5	2	3	1	4	0	0	17	4	3	3
ENSG00000279429		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279430		0	0	3	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000279431		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279432		17	13	13	9	12	7	33	12	18	15	14	34	4	17	23
ENSG00000279433		0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000279434		7	10	8	8	20	9	5	10	6	13	5	19	21	9	10
ENSG00000279437		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279438		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279439		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279440		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279441		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279442		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279443		6	5	11	3	7	8	0	2	4	5	4	12	7	1	9
ENSG00000279444		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279445	OR4N3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279446		0	0	1	0	0	0	0	0	0	1	0	0	4	0	0
ENSG00000279447		1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000279450		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279452		8	6	10	7	13	5	6	6	9	5	17	20	10	15	7
ENSG00000279453		30	8	19	20	29	13	31	6	19	24	28	46	14	19	16
ENSG00000279454		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279455		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279456		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279457	WASH9P	11	37	26	5	25	14	9	17	10	5	24	32	5	9	18
ENSG00000279458		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279459		1	5	3	3	1	2	0	3	2	2	6	3	1	2	10
ENSG00000279460		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279461		2	0	0	0	2	1	0	0	1	2	8	1	1	1	1
ENSG00000279462		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279463		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279464		3	3	7	2	15	9	12	0	5	4	1	6	0	2	0
ENSG00000279465		3	12	2	0	1	2	10	1	3	0	0	8	2	0	2
ENSG00000279466		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000279467		10	23	28	5	18	14	22	18	24	12	27	47	10	19	31
ENSG00000279469		0	0	2	1	1	0	18	2	4	1	8	1	2	3	5
ENSG00000279470		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279472		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279474		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279475		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279476		0	1	2	0	3	3	0	4	2	4	0	12	3	0	0
ENSG00000279477		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279478		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279479		0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000279480		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279481		0	9	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000279482		2	0	2	3	1	6	1	0	5	3	5	16	2	1	3
ENSG00000279483		1	0	0	0	7	1	0	0	0	1	0	3	1	0	0
ENSG00000279484	KLHL30-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279485		0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSG00000279486	OR2AG1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000279488		0	0	6	1	2	1	1	2	0	2	0	2	0	3	0
ENSG00000279489		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279490		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279491		6	2	12	5	1	3	1	0	3	1	14	5	9	2	1
ENSG00000279493		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279494		0	7	1	3	3	2	0	0	0	0	2	1	0	2	3
ENSG00000279495		10	19	16	7	15	17	31	6	19	8	38	23	17	14	12
ENSG00000279497		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279498		0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSG00000279499		0	0	0	0	0	1	0	0	1	0	0	7	0	0	1
ENSG00000279500		13	24	36	17	16	20	19	23	16	25	30	58	18	17	12
ENSG00000279501		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279502		0	3	0	0	1	1	1	1	2	1	6	2	1	1	5
ENSG00000279503		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279504		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279505		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279507		0	0	1	0	0	0	0	0	3	0	0	0	0	0	1
ENSG00000279509		3	0	1	0	1	0	0	1	2	0	4	5	0	0	0
ENSG00000279511		29	18	33	25	25	14	11	12	22	27	26	38	20	20	11
ENSG00000279512		0	0	2	1	8	2	0	2	1	1	10	2	1	2	0
ENSG00000279513		2	1	5	1	1	9	7	2	6	0	9	11	7	2	0
ENSG00000279514	OR4C16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279516	FAM230C	1	0	1	2	1	0	0	1	4	0	0	3	0	0	0
ENSG00000279518		3	1	0	4	3	4	24	3	3	3	2	0	4	4	5
ENSG00000279519		13	7	4	7	10	8	3	4	6	11	22	20	11	12	9
ENSG00000279520		19	21	33	7	30	25	31	28	17	28	37	33	17	18	27
ENSG00000279521		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279523		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279525		3	0	2	5	0	3	1	6	0	3	5	1	3	0	4
ENSG00000279526		0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
ENSG00000279527		0	0	0	0	0	1	0	0	0	0	2	4	0	0	0
ENSG00000279528		2	0	11	0	2	2	3	1	1	5	3	0	4	1	7
ENSG00000279529		16	12	34	19	29	19	12	6	16	20	28	58	21	10	14
ENSG00000279530		29	1	38	28	40	30	64	11	41	44	56	64	21	25	45
ENSG00000279531		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279532		0	0	0	1	0	1	0	0	3	0	0	8	0	0	0
ENSG00000279534		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279536		0	0	1	0	0	3	0	0	5	2	0	4	2	3	1
ENSG00000279537		0	0	0	0	1	1	3	4	2	2	2	0	0	0	0
ENSG00000279539		15	41	17	17	23	19	36	17	15	21	23	22	11	22	20
ENSG00000279541		75	47	67	73	76	67	67	29	100	39	108	116	61	62	62
ENSG00000279542		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279543		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279544		13	2	10	8	25	11	5	1	20	10	11	31	7	11	20
ENSG00000279548		1	3	4	0	1	0	0	2	0	0	0	1	0	4	3
ENSG00000279549		10	15	7	6	10	7	14	4	9	4	5	36	10	2	4
ENSG00000279550		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279551		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000279554		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279555		1	4	6	7	6	5	18	3	9	10	2	20	1	1	4
ENSG00000279557		0	3	0	0	0	0	0	0	0	0	3	1	0	0	0
ENSG00000279558		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
ENSG00000279559		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279561		16	4	21	10	15	17	27	4	21	17	17	35	10	11	19
ENSG00000279562		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279565		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279567		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279568		0	0	0	0	0	0	0	0	3	2	0	0	0	1	2
ENSG00000279569		7	3	5	1	1	5	8	0	6	0	10	3	4	2	3
ENSG00000279570		1	3	1	0	0	3	2	0	1	0	6	0	1	3	2
ENSG00000279571		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279572		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279573		2	0	2	7	7	6	8	6	5	8	12	24	6	6	4
ENSG00000279575		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279578		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279579	LINC01666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000279581		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279583		2	4	0	4	0	5	0	2	2	0	7	16	3	6	2
ENSG00000279584		0	0	4	4	4	8	6	4	3	0	7	1	6	2	2
ENSG00000279585		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279586		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279587		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279588		0	0	2	1	0	0	0	1	1	1	0	0	0	0	0
ENSG00000279589		3	0	1	2	3	1	4	0	4	0	2	0	0	0	1
ENSG00000279590		2	0	1	0	1	0	6	0	1	0	0	0	0	1	1
ENSG00000279591		1	1	2	3	1	1	3	2	1	3	4	4	4	1	2
ENSG00000279592		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279593		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279594		1	0	3	0	10	3	0	3	3	1	1	5	0	3	4
ENSG00000279595		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279597		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279598		7	0	3	2	11	2	0	0	3	4	8	8	1	6	2
ENSG00000279599		0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
ENSG00000279600		0	3	3	0	2	3	0	2	1	2	1	17	0	2	0
ENSG00000279601		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279602		46	15	67	66	77	55	73	34	49	38	63	67	31	62	49
ENSG00000279603		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279604		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279605		4	0	10	10	6	9	11	1	3	3	8	9	4	6	4
ENSG00000279606		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279607		0	0	0	1	2	0	0	0	4	0	0	0	0	1	0
ENSG00000279608		1	6	4	2	2	4	6	3	1	3	1	3	8	2	4
ENSG00000279609		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279610	C20orf181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000279611		15	2	26	19	10	8	23	5	12	11	14	24	10	18	7
ENSG00000279613		2	5	2	0	0	1	0	0	1	0	3	11	0	1	2
ENSG00000279615		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279616		0	0	0	2	0	0	0	0	4	1	6	0	1	2	0
ENSG00000279617		0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000279619		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279620		1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000279621		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279622		0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000279623		0	0	2	1	4	1	13	4	3	1	0	0	0	1	2
ENSG00000279625		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279626	DUX4L28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279628		0	0	1	1	0	0	3	0	0	0	0	0	0	0	0
ENSG00000279629		1	0	0	0	1	1	0	3	0	0	0	0	0	0	0
ENSG00000279630		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279631		11	17	17	14	15	8	6	12	14	14	12	9	4	7	11
ENSG00000279632		4	6	5	7	7	4	14	6	5	8	12	24	9	9	2
ENSG00000279633		1	0	1	0	0	0	6	0	1	2	1	0	0	1	5
ENSG00000279635		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279636	LINC00216	18	0	17	11	14	12	21	6	25	9	15	68	12	14	11
ENSG00000279637		0	0	4	1	0	0	0	0	0	1	0	0	1	0	5
ENSG00000279638		0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
ENSG00000279639		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279640		0	0	3	2	4	1	0	1	0	4	4	7	0	1	0
ENSG00000279641		4	5	1	3	7	6	5	4	4	1	10	0	2	2	0
ENSG00000279642		0	0	0	0	0	0	4	0	0	0	2	0	1	0	2
ENSG00000279645		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279647		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279648		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279649		6	8	10	9	3	5	4	2	8	1	13	13	7	5	3
ENSG00000279650		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279652		4	1	0	5	10	6	15	2	7	4	18	4	5	2	0
ENSG00000279653		2	0	0	0	4	2	0	10	0	1	0	2	0	0	0
ENSG00000279655		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279656		5	4	3	4	5	3	0	7	7	6	9	3	2	4	2
ENSG00000279657		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279658		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279659		0	0	0	1	2	0	0	0	2	0	0	2	3	0	0
ENSG00000279660		1	0	0	1	0	0	0	0	2	2	0	10	0	0	0
ENSG00000279662		50	30	38	20	56	24	23	25	53	26	42	119	17	48	23
ENSG00000279663		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279665		2	0	4	2	15	2	14	12	3	4	4	14	1	6	5
ENSG00000279666		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279667		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000279668		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279669		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000279670		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279671		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279672		22	15	22	16	23	20	24	9	17	13	31	30	20	17	27
ENSG00000279673		1	0	0	1	4	1	0	2	4	2	6	8	1	3	0
ENSG00000279674		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279675		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279676		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279677		0	2	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000279678		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279679		2	0	0	0	0	5	0	0	5	0	3	0	4	0	7
ENSG00000279681		0	0	1	0	0	0	0	0	0	1	0	1	1	0	2
ENSG00000279682		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279683		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279684		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279685	MAPT-IT1	5	4	3	1	2	3	0	2	4	1	3	5	2	0	1
ENSG00000279686		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279687		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279688	AQP7P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279689		5	0	9	7	3	4	0	0	2	6	0	1	1	3	2
ENSG00000279690		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279691		6	0	11	2	25	6	0	1	5	1	0	1	3	2	4
ENSG00000279692		7	8	18	11	18	12	3	6	2	3	10	28	7	7	8
ENSG00000279693		3	0	0	2	0	3	0	0	4	0	0	13	0	1	1
ENSG00000279694		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000279695		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279696		14	3	34	6	16	20	16	5	14	10	27	23	19	12	17
ENSG00000279697		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279698		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279699		1	0	1	0	1	2	0	0	2	1	1	0	3	0	0
ENSG00000279700		0	0	2	2	0	3	1	3	3	2	0	7	1	2	2
ENSG00000279701		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279702		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279704		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279705		0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000279706		0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000279707		1	0	0	0	1	0	6	0	0	0	0	4	1	0	0
ENSG00000279708		0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ENSG00000279709		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279711		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279712		2	0	1	1	1	2	2	0	1	0	2	4	4	2	1
ENSG00000279713		0	3	4	1	5	0	4	2	1	2	8	3	0	8	5
ENSG00000279714		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279715		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000279716		16	20	10	8	22	14	6	17	22	12	13	22	17	3	6
ENSG00000279717		0	0	0	0	0	4	0	0	4	0	0	2	1	1	0
ENSG00000279718	SNX18P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279719		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000279720	SOWAHCP2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0
ENSG00000279721		0	0	0	0	0	0	0	0	1	1	0	0	0	0	3
ENSG00000279722		16	2	12	9	7	8	19	1	16	15	7	23	4	10	23
ENSG00000279724		1	0	3	0	0	1	0	2	3	0	3	5	1	0	0
ENSG00000279725		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279726		0	0	1	1	2	0	0	1	0	0	0	0	0	2	0
ENSG00000279727	LINC02033	0	2	3	2	0	2	0	4	0	1	0	5	5	0	1
ENSG00000279728		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279729		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279730	KMT5AP1	3	0	3	5	6	3	5	1	2	1	7	11	1	1	6
ENSG00000279732		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279733		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279734		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279735		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279737		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279738		47	41	33	32	78	35	72	39	44	35	47	175	22	37	40
ENSG00000279739		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279741		11	0	5	5	14	3	6	7	8	3	5	29	4	8	1
ENSG00000279742		22	9	28	9	16	17	19	11	16	16	20	65	7	11	24
ENSG00000279743		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279744		8	0	3	3	7	4	11	0	3	2	3	15	1	3	0
ENSG00000279746		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279747		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279748		4	3	7	2	6	7	20	5	11	14	5	3	5	4	4
ENSG00000279749		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279750		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279751		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279752		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279753		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279754		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279755		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279756		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279757		0	0	0	1	0	1	0	3	1	0	5	6	0	0	3
ENSG00000279758		0	0	0	0	1	2	4	0	1	2	2	0	0	1	2
ENSG00000279759		32	73	56	23	39	49	70	38	41	25	77	122	46	29	41
ENSG00000279761	OR5D13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279762		2	0	4	5	7	10	3	3	4	7	5	19	3	10	6
ENSG00000279764		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279765		17	2	34	27	26	25	34	4	29	22	32	86	21	18	17
ENSG00000279766		0	0	1	0	4	0	6	0	6	0	0	2	3	0	0
ENSG00000279769		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279770	LINC00552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279771		0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000279772		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000279773		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279774		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279775		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279778		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279779		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279780		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279781		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279782	PPIAL4F	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000279783		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279784		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279785		1	0	5	4	4	0	10	2	1	0	4	0	3	1	1
ENSG00000279786		0	8	3	5	6	2	0	4	2	1	7	1	3	3	0
ENSG00000279788		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279789		36	48	49	30	54	33	54	35	46	33	32	100	30	27	26
ENSG00000279790		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279791		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000279792		22	13	22	8	31	14	19	4	18	10	27	30	9	8	10
ENSG00000279793		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279794		5	7	7	9	2	14	3	6	10	2	7	4	2	5	3
ENSG00000279795		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279796		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000279797	LINC02339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279798		1	0	5	0	0	2	12	0	0	0	0	0	0	0	1
ENSG00000279799		8	11	10	0	17	7	17	7	7	4	5	16	5	5	4
ENSG00000279800	BCLAF1P2	7	7	7	5	20	4	5	12	10	8	19	32	9	11	4
ENSG00000279801		8	7	11	9	5	5	18	6	8	5	2	26	7	6	14
ENSG00000279803		1	0	0	0	0	0	0	0	0	0	0	4	1	0	0
ENSG00000279804	PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279805		0	1	0	1	3	1	3	0	0	0	0	0	1	0	1
ENSG00000279806		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000279807		0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
ENSG00000279809		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279810		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279811		1	0	0	2	0	0	0	0	0	2	0	0	0	1	0
ENSG00000279812		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279813		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279814		0	0	0	0	0	0	0	0	0	0	1	5	0	0	1
ENSG00000279815		0	4	0	2	0	1	5	0	1	0	0	1	0	1	0
